GO_term_def,Gene_name,Association_score,Disease_association,Full_name
extracellular region,RACGAP1,0.01607672367878453,Arthrogryposis syndrome,Rac GTPase activating protein 1
extracellular region,RALA,0.26609749537298527,Intellectual disability,RAS like proto-oncogene A
extracellular region,RALA,0.26609749537298527,Intellectual disability,RAS like proto-oncogene A
extracellular region,RBP4,0.01533756396941512,Arthrogryposis syndrome,retinol binding protein 4
extracellular region,RELN,0.15456299482482533,Intellectual disability,reelin
extracellular region,RELN,0.14598404260045722,Intellectual disability,reelin
extracellular region,RELN,0.01767063946318305,Arthrogryposis syndrome,reelin
extracellular region,REN,0.0471166481099017,Arthrogryposis syndrome,renin
extracellular region,RETN,0.01467026700956774,Arthrogryposis syndrome,resistin
extracellular region,RNASE2,0.0319686574302267,Arthrogryposis syndrome,ribonuclease A family member 2
extracellular region,RNASE3,0.04984756209640217,Arthrogryposis syndrome,ribonuclease A family member 3
extracellular region,ROBO2,0.2715506826433477,Abnormal pattern of respiration,roundabout guidance receptor 2
extracellular region,RPS27A,0.03474050634036196,Arthrogryposis syndrome,ribosomal protein S27a
extracellular region,RSPO2,0.0635016638140333,Arthrogryposis syndrome,R-spondin 2
extracellular region,RTN4RL1,0.15856779552195677,Abnormal pattern of respiration,reticulon 4 receptor like 1
extracellular region,RYR1,0.6454465282257698,Arthrogryposis syndrome,ryanodine receptor 1
extracellular region,SAFB2,0.03132558848307532,Intellectual disability,scaffold attachment factor B2
extracellular region,SCG3,0.04967153246962393,Intellectual disability,secretogranin III
extracellular region,SCNN1B,0.03263390116865916,Arthrogryposis syndrome,sodium channel epithelial 1 subunit beta
extracellular region,SCNN1G,0.01293529491396456,Arthrogryposis syndrome,sodium channel epithelial 1 subunit gamma
extracellular region,SDC1,0.01152883824474778,Arthrogryposis syndrome,syndecan 1
extracellular region,SELENBP1,0.01478319418738807,Arthrogryposis syndrome,selenium binding protein 1
extracellular region,SEMA4D,0.01700067331549628,Arthrogryposis syndrome,semaphorin 4D
extracellular region,SEMA5A,0.1182655534991046,Intellectual disability,semaphorin 5A
extracellular region,SEMA5A,0.1182655534991046,Intellectual disability,semaphorin 5A
extracellular region,SERAC1,0.03596011986082148,Intellectual disability,serine active site containing 1
extracellular region,SERPINB2,0.0413929437246866,Intellectual disability,serpin family B member 2
extracellular region,SERPINE1,0.01184768467436904,Arthrogryposis syndrome,serpin family E member 1
extracellular region,SFN,0.0327152087366898,CLIFAHDD,stratifin
extracellular region,SFN,0.05927928151767633,Arthrogryposis syndrome,stratifin
extracellular region,SFN,0.04425698227635154,IHPRF,stratifin
extracellular region,SFRP2,0.06597056341739617,Arthrogryposis syndrome,secreted frizzled related protein 2
extracellular region,SFTPC,0.26609749537298527,IHPRF,surfactant protein C
extracellular region,SGSH,0.26609749537298527,Intellectual disability,N-sulfoglucosamine sulfohydrolase
extracellular region,SGSH,0.26609749537298527,Intellectual disability,N-sulfoglucosamine sulfohydrolase
extracellular region,SHBG,0.0348136623812017,Abnormal pattern of respiration,sex hormone binding globulin
extracellular region,SHH,0.06627088944648736,Arthrogryposis syndrome,sonic hedgehog signaling molecule
extracellular region,SIL1,0.01410563112046612,Intellectual disability,SIL1 nucleotide exchange factor
extracellular region,SLC12A1,0.05030392466541773,Abnormal pattern of respiration,solute carrier family 12 member 1
extracellular region,SLC12A1,0.04316179397363588,Arthrogryposis syndrome,solute carrier family 12 member 1
extracellular region,SLC26A4,0.03487355508804846,Arthrogryposis syndrome,solute carrier family 26 member 4
extracellular region,SLC2A1,0.4988381461268721,Intellectual disability,solute carrier family 2 member 1
extracellular region,SLC2A1,0.5020320461056287,Intellectual disability,solute carrier family 2 member 1
extracellular region,SLC2A1,0.0161280542141574,Arthrogryposis syndrome,solute carrier family 2 member 1
extracellular region,SLC44A2,0.0307268691184861,Arthrogryposis syndrome,solute carrier family 44 member 2
extracellular region,SLC5A2,0.01281471133238406,Arthrogryposis syndrome,solute carrier family 5 member 2
extracellular region,SLC5A5,0.03755304563539323,Arthrogryposis syndrome,solute carrier family 5 member 5
extracellular region,SLC6A14,0.0413929437246866,Intellectual disability,solute carrier family 6 member 14
extracellular region,SLC7A5,0.0620894155870299,Arthrogryposis syndrome,solute carrier family 7 member 5
extracellular region,SMARCA4,0.5526354956538098,Intellectual disability,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
extracellular region,SMARCA4,0.4165472945508827,Intellectual disability,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
extracellular region,SMC3,0.29603346360244615,Intellectual disability,structural maintenance of chromosomes 3
extracellular region,SMC3,0.2956638837477614,Intellectual disability,structural maintenance of chromosomes 3
extracellular region,SMOC1,0.07187538211343929,Arthrogryposis syndrome,SPARC related modular calcium binding 1
extracellular region,SMPD1,0.3400134663099256,Intellectual disability,sphingomyelin phosphodiesterase 1
extracellular region,SMPD1,0.3400134663099256,Intellectual disability,sphingomyelin phosphodiesterase 1
extracellular region,SMS,0.33299144907091627,Intellectual disability,spermine synthase
extracellular region,SMS,0.3326218692162316,Intellectual disability,spermine synthase
extracellular region,SNX18,0.04967153246962393,Intellectual disability,sorting nexin 18
extracellular region,SOD1,0.02499748789746869,Arthrogryposis syndrome,superoxide dismutase 1
extracellular region,SOD2,0.03151407420896452,Arthrogryposis syndrome,superoxide dismutase 2
extracellular region,SORL1,0.03547966604973137,Intellectual disability,sortilin related receptor 1
extracellular region,SORL1,0.02344778855832941,Arthrogryposis syndrome,sortilin related receptor 1
extracellular region,SOST,0.034304812756117,Arthrogryposis syndrome,sclerostin
extracellular region,SOSTDC1,0.0597440207647725,Arthrogryposis syndrome,sclerostin domain containing 1
extracellular region,SPAG9,0.01182655534991045,Arthrogryposis syndrome,sperm associated antigen 9
extracellular region,SPINK5,0.03859152842617656,Intellectual disability,serine peptidase inhibitor Kazal type 5
extracellular region,SPR,0.3400134663099256,Intellectual disability,sepiapterin reductase
extracellular region,SPR,0.3400134663099256,Intellectual disability,sepiapterin reductase
extracellular region,SPTAN1,0.1673765565224567,Intellectual disability,"spectrin alpha, non-erythrocytic 1"
extracellular region,SPTAN1,0.1673765565224567,Intellectual disability,"spectrin alpha, non-erythrocytic 1"
extracellular region,SPTBN1,0.1182655534991046,Intellectual disability,"spectrin beta, non-erythrocytic 1"
extracellular region,SPTBN1,0.1182655534991046,Intellectual disability,"spectrin beta, non-erythrocytic 1"
extracellular region,SPTBN1,0.03113340695863927,Arthrogryposis syndrome,"spectrin beta, non-erythrocytic 1"
extracellular region,SPTBN2,0.25870589827929125,Intellectual disability,"spectrin beta, non-erythrocytic 2"
extracellular region,SPTBN2,0.25870589827929125,Intellectual disability,"spectrin beta, non-erythrocytic 2"
extracellular region,SQSTM1,0.01478319418738807,Arthrogryposis syndrome,sequestosome 1
extracellular region,SST,0.01027390931595172,Arthrogryposis syndrome,somatostatin
extracellular region,ST14,0.06272694083636102,Intellectual disability,ST14 transmembrane serine protease matriptase
extracellular region,ST3GAL3,0.1601512703633708,Intellectual disability,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
extracellular region,ST3GAL3,0.16708089263870893,Intellectual disability,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
extracellular region,STC2,0.02882722866540674,Arthrogryposis syndrome,stanniocalcin 2
extracellular region,STX4,0.06535988738437129,Abnormal pattern of respiration,syntaxin 4
extracellular region,STXBP1,0.594497341089073,Intellectual disability,syntaxin binding protein 1
extracellular region,STXBP1,0.5925328569929956,Intellectual disability,syntaxin binding protein 1
extracellular region,SULF2,0.0356940223654485,Arthrogryposis syndrome,sulfatase 2
extracellular region,SYPL1,0.1182655534991046,Intellectual disability,synaptophysin like 1
extracellular region,SYPL1,0.1182655534991046,Intellectual disability,synaptophysin like 1
extracellular region,SYT4,0.0333434944896538,Intellectual disability,synaptotagmin 4
extracellular region,TAFA1,0.04474872880522369,Intellectual disability,TAFA chemokine like family member 1
extracellular region,TAFA3,0.03863587800873872,Intellectual disability,TAFA chemokine like family member 3
extracellular region,TAOK1,0.4619748183558772,Intellectual disability,TAO kinase 1
extracellular region,TEK,0.01478319418738807,Arthrogryposis syndrome,TEK receptor tyrosine kinase
extracellular region,TFRC,0.05877613218978155,Arthrogryposis syndrome,transferrin receptor
extracellular region,TG,0.01299659493303208,Arthrogryposis syndrome,thyroglobulin
extracellular region,TGFA,0.0343025542125606,Arthrogryposis syndrome,transforming growth factor alpha
extracellular region,TGFB1,0.04213031901085749,Arthrogryposis syndrome,transforming growth factor beta 1
extracellular region,TGFB2,0.05170617223073395,Arthrogryposis syndrome,transforming growth factor beta 2
extracellular region,TGFBR3,0.03547966604973137,Intellectual disability,transforming growth factor beta receptor 3
extracellular region,THAP11,0.26609749537298527,Intellectual disability,THAP domain containing 11
extracellular region,THBS1,0.01677995201339292,Arthrogryposis syndrome,thrombospondin 1
extracellular region,THSD7A,0.03547966604973137,Intellectual disability,thrombospondin type 1 domain containing 7A
extracellular region,TIMP1,0.02782462807776038,Arthrogryposis syndrome,TIMP metallopeptidase inhibitor 1
extracellular region,TKT,0.01385924455067631,Arthrogryposis syndrome,transketolase
extracellular region,TLL1,0.0324712860325979,Arthrogryposis syndrome,tolloid like 1
extracellular region,TLL1,0.03049033801148789,IHPRF,tolloid like 1
extracellular region,TLR9,0.01108739564054105,Arthrogryposis syndrome,toll like receptor 9
extracellular region,TNF,0.05720758545014238,Arthrogryposis syndrome,tumor necrosis factor
extracellular region,TNFAIP6,0.05321949907459705,Arthrogryposis syndrome,TNF alpha induced protein 6
extracellular region,TNFRSF11B,0.0131420543104465,Arthrogryposis syndrome,TNF receptor superfamily member 11b
extracellular region,TNFSF11,0.01978739555332155,Arthrogryposis syndrome,TNF superfamily member 11
extracellular region,TNFSF12,0.04077592180478577,Abnormal pattern of respiration,TNF superfamily member 12
extracellular region,TNFSF12,0.01293529491396456,Arthrogryposis syndrome,TNF superfamily member 12
extracellular region,TNFSF13B,0.02346654437387724,Arthrogryposis syndrome,TNF superfamily member 13b
extracellular region,TNIK,0.03051251280276898,Arthrogryposis syndrome,TRAF2 and NCK interacting kinase
extracellular region,TNN,0.04903585511956623,Arthrogryposis syndrome,tenascin N
extracellular region,TNXB,0.1683641560230308,Abnormal pattern of respiration,tenascin XB
extracellular region,TOR1A,0.03571619715672958,Intellectual disability,torsin family 1 member A
extracellular region,TOR1A,0.4527353219887597,Arthrogryposis syndrome,torsin family 1 member A
extracellular region,TPO,0.26609749537298527,Intellectual disability,thyroid peroxidase
extracellular region,TPP1,0.1601512703633708,Intellectual disability,tripeptidyl peptidase 1
extracellular region,TPP1,0.1601512703633708,Intellectual disability,tripeptidyl peptidase 1
extracellular region,TPX2,0.01921815244360449,Arthrogryposis syndrome,TPX2 microtubule nucleation factor
extracellular region,TREM2,0.0229139509904515,Arthrogryposis syndrome,triggering receptor expressed on myeloid cells 2
extracellular region,TRH,0.01241316070815167,Arthrogryposis syndrome,thyrotropin releasing hormone
extracellular region,TSLP,0.07483992057365212,Arthrogryposis syndrome,thymic stromal lymphopoietin
extracellular region,TTN,0.05011687619451899,Arthrogryposis syndrome,titin
extracellular region,TUBA1A,0.03125906410923208,Intellectual disability,tubulin alpha 1a
extracellular region,TUBA1A,0.3695798546847018,Intellectual disability,tubulin alpha 1a
extracellular region,TUBB2A,0.05004111232430863,Intellectual disability,tubulin beta 2A class IIa
extracellular region,TUBB2A,0.01108739564054105,Arthrogryposis syndrome,tubulin beta 2A class IIa
extracellular region,TUBB3,0.0194645390133943,Arthrogryposis syndrome,tubulin beta 3 class III
extracellular region,TXNDC5,0.04279734717248846,Intellectual disability,thioredoxin domain containing 5
extracellular region,UBA1,0.706174707338794,Arthrogryposis syndrome,ubiquitin like modifier activating enzyme 1
extracellular region,UBE2G1,0.05501625876223929,Arthrogryposis syndrome,ubiquitin conjugating enzyme E2 G1
extracellular region,UMOD,0.01073075108077031,Arthrogryposis syndrome,uromodulin
extracellular region,UPK1B,0.01570714382409983,Arthrogryposis syndrome,uroplakin 1B
extracellular region,UPK3A,0.03644468011474142,Arthrogryposis syndrome,uroplakin 3A
extracellular region,USH2A,0.3695798546847018,Arthrogryposis syndrome,usherin
extracellular region,VAMP5,0.03795585107611888,Arthrogryposis syndrome,vesicle associated membrane protein 5
extracellular region,VCP,0.13859244550676317,Intellectual disability,valosin containing protein
extracellular region,VCP,0.13859244550676317,Intellectual disability,valosin containing protein
extracellular region,VCP,0.04548419271604625,Arthrogryposis syndrome,valosin containing protein
extracellular region,VDAC1,0.02695879717783408,Arthrogryposis syndrome,voltage dependent anion channel 1
extracellular region,VEGFA,0.03173936319685602,Arthrogryposis syndrome,vascular endothelial growth factor A
extracellular region,VEGFC,0.02575766265010879,Arthrogryposis syndrome,vascular endothelial growth factor C
extracellular region,VIM,0.01506998211243231,Arthrogryposis syndrome,vimentin
extracellular region,VLDLR,0.12144065509512912,Intellectual disability,very low density lipoprotein receptor
extracellular region,VLDLR,0.11087395640541052,Intellectual disability,very low density lipoprotein receptor
extracellular region,VNN1,0.03862109481455134,Arthrogryposis syndrome,vanin 1
extracellular region,VPS13D,0.1683641560230308,Arthrogryposis syndrome,vacuolar protein sorting 13 homolog D
extracellular region,WNT10A,0.06195267104079657,Arthrogryposis syndrome,Wnt family member 10A
extracellular region,WNT3,0.07693114704714767,Abnormal pattern of respiration,Wnt family member 3
extracellular region,WNT3A,0.03247682973041817,Arthrogryposis syndrome,Wnt family member 3A
extracellular region,WNT5A,0.03162864396391678,CLIFAHDD,Wnt family member 5A
extracellular region,WNT5A,0.05654161282394398,Arthrogryposis syndrome,Wnt family member 5A
extracellular region,WNT7A,0.03091165904582846,Arthrogryposis syndrome,Wnt family member 7A
extracellular region,WNT9B,0.07666681396295894,Abnormal pattern of respiration,Wnt family member 9B
extracellular region,WNT9B,0.03201300701278887,Arthrogryposis syndrome,Wnt family member 9B
extracellular region,XDH,0.01833526723519104,Arthrogryposis syndrome,xanthine dehydrogenase
extracellular region,XRCC6,0.01004025271893439,Arthrogryposis syndrome,X-ray repair cross complementing 6
extracellular region,XYLT1,0.0333434944896538,Arthrogryposis syndrome,xylosyltransferase 1
extracellular region,XYLT2,0.03108905737607711,Arthrogryposis syndrome,xylosyltransferase 2
extracellular region,YWHAE,0.0120113452772528,Arthrogryposis syndrome,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
extracellular region,ZMPSTE24,0.04087553192812802,Arthrogryposis syndrome,zinc metallopeptidase STE24
extracellular region,ZPLD1,0.0493699142437729,Intellectual disability,zona pellucida like domain containing 1
nucleoplasm,ABCB4,0.04739738443046405,Arthrogryposis syndrome,ATP binding cassette subfamily B member 4
nucleoplasm,ABL1,0.06251017901472852,Arthrogryposis syndrome,"ABL proto-oncogene 1, non-receptor tyrosine kinase"
nucleoplasm,ACKR2,0.0199573121529739,Arthrogryposis syndrome,atypical chemokine receptor 2
nucleoplasm,ACTB,0.4689044406312154,Intellectual disability,actin beta
nucleoplasm,ACTB,0.4689044406312154,Intellectual disability,actin beta
nucleoplasm,ACTB,0.01419241835857709,Arthrogryposis syndrome,actin beta
nucleoplasm,ACTL6B,0.406537840153172,Intellectual disability,actin like 6B
nucleoplasm,ACTL6B,0.406537840153172,Intellectual disability,actin like 6B
nucleoplasm,ACTR8,0.03104470779351495,Intellectual disability,actin related protein 8
nucleoplasm,ADH1B,0.01348966469599161,Arthrogryposis syndrome,"alcohol dehydrogenase 1B (class I), beta polypeptide"
nucleoplasm,AFF2,0.3432582342294551,Intellectual disability,AF4/FMR2 family member 2
nucleoplasm,AFF2,0.3699494345393865,Intellectual disability,AF4/FMR2 family member 2
nucleoplasm,AHCTF1,0.11087395640541052,Intellectual disability,AT-hook containing transcription factor 1
nucleoplasm,AHCTF1,0.11087395640541052,Intellectual disability,AT-hook containing transcription factor 1
nucleoplasm,AHR,0.04385236664528849,Arthrogryposis syndrome,aryl hydrocarbon receptor
nucleoplasm,AKT1,0.03610882413365879,Arthrogryposis syndrome,AKT serine/threonine kinase 1
nucleoplasm,ALX1,0.03504356182120342,Arthrogryposis syndrome,ALX homeobox 1
nucleoplasm,ANAPC4,0.25510259725452505,Abnormal pattern of respiration,anaphase promoting complex subunit 4
nucleoplasm,ANKRD11,0.5389469697101814,Intellectual disability,ankyrin repeat domain 11
nucleoplasm,ANKRD11,0.5389469697101814,Intellectual disability,ankyrin repeat domain 11
nucleoplasm,ANLN,0.01112846006883935,Arthrogryposis syndrome,anillin actin binding protein
nucleoplasm,AR,0.05530107342403062,Intellectual disability,androgen receptor
nucleoplasm,AR,0.0413668164821818,Arthrogryposis syndrome,androgen receptor
nucleoplasm,ARFGEF1,0.5235417635861054,Intellectual disability,ADP ribosylation factor guanine nucleotide exchange factor 1
nucleoplasm,ARFGEF1,0.5235417635861054,Intellectual disability,ADP ribosylation factor guanine nucleotide exchange factor 1
nucleoplasm,ARHGEF5,0.04967153246962393,Intellectual disability,Rho guanine nucleotide exchange factor 5
nucleoplasm,ARID1A,0.6602980720200937,Intellectual disability,AT-rich interaction domain 1A
nucleoplasm,ARID1A,0.1478319418738807,Intellectual disability,AT-rich interaction domain 1A
nucleoplasm,ARID1B,0.5279679228862818,Intellectual disability,AT-rich interaction domain 1B
nucleoplasm,ARID1B,0.5378242087570273,Intellectual disability,AT-rich interaction domain 1B
nucleoplasm,ARID2,0.11087395640541052,Intellectual disability,AT-rich interaction domain 2
nucleoplasm,ARID2,0.11087395640541052,Intellectual disability,AT-rich interaction domain 2
nucleoplasm,ASCC1,0.684307231756551,Arthrogryposis syndrome,activating signal cointegrator 1 complex subunit 1
nucleoplasm,ASH1L,0.7588563387378772,Intellectual disability,ASH1 like histone lysine methyltransferase
nucleoplasm,ASH1L,0.2212859379924652,Intellectual disability,ASH1 like histone lysine methyltransferase
nucleoplasm,ASH2L,0.26609749537298527,Intellectual disability,"ASH2 like, histone lysine methyltransferase complex subunit"
nucleoplasm,ASH2L,0.26609749537298527,Intellectual disability,"ASH2 like, histone lysine methyltransferase complex subunit"
nucleoplasm,ASXL1,0.11087395640541052,Intellectual disability,ASXL transcriptional regulator 1
nucleoplasm,ASXL1,0.3677319554112783,Intellectual disability,ASXL transcriptional regulator 1
nucleoplasm,ASXL1,0.01203967973277863,Arthrogryposis syndrome,ASXL transcriptional regulator 1
nucleoplasm,ATF2,0.04420914221738403,Arthrogryposis syndrome,activating transcription factor 2
nucleoplasm,ATP2A2,0.02402269055450561,Arthrogryposis syndrome,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
nucleoplasm,ATP8A2,0.11087395640541052,Intellectual disability,ATPase phospholipid transporting 8A2
nucleoplasm,ATRX,0.4018523492280704,Intellectual disability,ATRX chromatin remodeler
nucleoplasm,ATRX,0.4597881375489928,Intellectual disability,ATRX chromatin remodeler
nucleoplasm,BARX2,0.03302565581462495,Arthrogryposis syndrome,BARX homeobox 2
nucleoplasm,BAZ2A,0.0196881525406729,Abnormal pattern of respiration,bromodomain adjacent to zinc finger domain 2A
nucleoplasm,BCL11A,0.36138086657382984,Intellectual disability,BAF chromatin remodeling complex subunit BCL11A
nucleoplasm,BCL11A,0.45992159694096224,Intellectual disability,BAF chromatin remodeling complex subunit BCL11A
nucleoplasm,BCL2,0.03854551283616837,Arthrogryposis syndrome,BCL2 apoptosis regulator
nucleoplasm,BCL6,0.04340510071130331,Arthrogryposis syndrome,BCL6 transcription repressor
nucleoplasm,BCLAF1,0.03547966604973137,Intellectual disability,BCL2 associated transcription factor 1
nucleoplasm,BCORL1,0.26609749537298527,Intellectual disability,BCL6 corepressor like 1
nucleoplasm,BCORL1,0.26609749537298527,Intellectual disability,BCL6 corepressor like 1
nucleoplasm,BCORL1,0.03264868436284656,Arthrogryposis syndrome,BCL6 corepressor like 1
nucleoplasm,BDNF,0.02436963158163518,Intellectual disability,brain derived neurotrophic factor
nucleoplasm,BDNF,0.31790552953123513,Abnormal pattern of respiration,brain derived neurotrophic factor
nucleoplasm,BDNF,0.06346113403512306,Arthrogryposis syndrome,brain derived neurotrophic factor
nucleoplasm,BIRC3,0.01552235389675747,Arthrogryposis syndrome,baculoviral IAP repeat containing 3
nucleoplasm,BIRC5,0.01153875554736241,Arthrogryposis syndrome,baculoviral IAP repeat containing 5
nucleoplasm,BNC2,0.0313551548714501,Arthrogryposis syndrome,basonuclin 2
nucleoplasm,BPTF,0.41967845720862806,Intellectual disability,bromodomain PHD finger transcription factor
nucleoplasm,BPTF,0.41967845720862806,Intellectual disability,bromodomain PHD finger transcription factor
nucleoplasm,BPTF,0.03212388096919428,Arthrogryposis syndrome,bromodomain PHD finger transcription factor
nucleoplasm,BRAT1,0.11087395640541052,Intellectual disability,BRCA1 associated ATM activator 1
nucleoplasm,BRAT1,0.11087395640541052,Intellectual disability,BRCA1 associated ATM activator 1
nucleoplasm,BRCA1,0.3695798546847018,Intellectual disability,BRCA1 DNA repair associated
nucleoplasm,BRCA2,0.3400134663099256,Intellectual disability,BRCA2 DNA repair associated
nucleoplasm,BRCA2,0.3400134663099256,Intellectual disability,BRCA2 DNA repair associated
nucleoplasm,BRD4,0.25870589827929125,Intellectual disability,bromodomain containing 4
nucleoplasm,BRD4,0.25870589827929125,Intellectual disability,bromodomain containing 4
nucleoplasm,BRD4,0.01182655534991045,Arthrogryposis syndrome,bromodomain containing 4
nucleoplasm,BRF1,0.1182655534991046,Intellectual disability,BRF1 RNA polymerase III transcription initiation factor subunit
nucleoplasm,BRF1,0.3695798546847018,Intellectual disability,BRF1 RNA polymerase III transcription initiation factor subunit
nucleoplasm,BRIP1,0.04967153246962393,Intellectual disability,BRCA1 interacting helicase 1
nucleoplasm,BRMS1,0.05026286023711945,Arthrogryposis syndrome,BRMS1 transcriptional repressor and anoikis regulator
nucleoplasm,BRPF1,0.44323917294477777,Intellectual disability,bromodomain and PHD finger containing 1
nucleoplasm,BRPF1,0.44323917294477777,Intellectual disability,bromodomain and PHD finger containing 1
nucleoplasm,C11orf1,0.04967153246962393,Intellectual disability,chromosome 11 open reading frame 1
nucleoplasm,C12orf57,0.3326218692162316,Intellectual disability,chromosome 12 open reading frame 57
nucleoplasm,C12orf57,0.3326218692162316,Intellectual disability,chromosome 12 open reading frame 57
nucleoplasm,CAD,0.1478319418738807,Intellectual disability,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
nucleoplasm,CAD,0.1478319418738807,Intellectual disability,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
nucleoplasm,CAMK2A,0.7510441918887456,Intellectual disability,calcium/calmodulin dependent protein kinase II alpha
nucleoplasm,CAMK2A,0.560032418866758,Intellectual disability,calcium/calmodulin dependent protein kinase II alpha
nucleoplasm,CAMK2B,0.7610992589501584,Intellectual disability,calcium/calmodulin dependent protein kinase II beta
nucleoplasm,CAMK2B,0.5498313886682079,Intellectual disability,calcium/calmodulin dependent protein kinase II beta
nucleoplasm,CAMK2B,0.25870589827929125,Abnormal pattern of respiration,calcium/calmodulin dependent protein kinase II beta
nucleoplasm,CAMK2G,0.399146243059478,Intellectual disability,calcium/calmodulin dependent protein kinase II gamma
nucleoplasm,CAMK4,0.25870589827929125,Intellectual disability,calcium/calmodulin dependent protein kinase IV
nucleoplasm,CAMK4,0.25870589827929125,Intellectual disability,calcium/calmodulin dependent protein kinase IV
nucleoplasm,CARM1,0.04256266396476368,Arthrogryposis syndrome,coactivator associated arginine methyltransferase 1
nucleoplasm,CASP3,0.02673688430577808,Arthrogryposis syndrome,caspase 3
nucleoplasm,CASZ1,0.04804538110901123,Arthrogryposis syndrome,castor zinc finger 1
nucleoplasm,CBFB,0.03034250606961401,Arthrogryposis syndrome,core-binding factor subunit beta
nucleoplasm,CBR3,0.03561271479741786,Intellectual disability,carbonyl reductase 3
nucleoplasm,CBX1,0.02052306687938249,Abnormal pattern of respiration,chromobox 1
nucleoplasm,CBX4,0.03547966604973137,Intellectual disability,chromobox 4
nucleoplasm,CBX5,0.04248874799382675,Arthrogryposis syndrome,chromobox 5
nucleoplasm,CBX6,0.05220685027276097,Intellectual disability,chromobox 6
nucleoplasm,CCDC174,0.38801401293158927,IHPRF,coiled-coil domain containing 174
nucleoplasm,CCND1,0.01740542719792279,Arthrogryposis syndrome,cyclin D1
nucleoplasm,CCNE1,0.01599459482218792,Arthrogryposis syndrome,cyclin E1
nucleoplasm,CDC14A,0.03928633855298379,Arthrogryposis syndrome,cell division cycle 14A
nucleoplasm,CDK13,0.1182655534991046,Intellectual disability,cyclin dependent kinase 13
nucleoplasm,CDK13,0.1182655534991046,Intellectual disability,cyclin dependent kinase 13
nucleoplasm,CDK20,0.25870589827929125,Intellectual disability,cyclin dependent kinase 20
nucleoplasm,CDK20,0.25870589827929125,Intellectual disability,cyclin dependent kinase 20
nucleoplasm,CDK4,0.03547966604973137,Intellectual disability,cyclin dependent kinase 4
nucleoplasm,CDK5R1,0.03998433117298416,Intellectual disability,cyclin dependent kinase 5 regulatory subunit 1
nucleoplasm,CDK7,0.02402269055450561,Arthrogryposis syndrome,cyclin dependent kinase 7
nucleoplasm,CDKL5,0.34121141834445784,Intellectual disability,cyclin dependent kinase like 5
nucleoplasm,CDKL5,0.3400134663099256,Intellectual disability,cyclin dependent kinase like 5
nucleoplasm,CDKN1B,0.02697932939198322,Arthrogryposis syndrome,cyclin dependent kinase inhibitor 1B
nucleoplasm,CDKN2D,0.03907937383436036,Arthrogryposis syndrome,cyclin dependent kinase inhibitor 2D
nucleoplasm,CEBPA,0.01384897844360174,Arthrogryposis syndrome,CCAAT enhancer binding protein alpha
nucleoplasm,CEBPB,0.0102045104321276,Arthrogryposis syndrome,CCAAT enhancer binding protein beta
nucleoplasm,CEBPD,0.01552235389675747,Arthrogryposis syndrome,CCAAT enhancer binding protein delta
nucleoplasm,CELSR1,0.04905433411230046,Arthrogryposis syndrome,cadherin EGF LAG seven-pass G-type receptor 1
nucleoplasm,CENPF,0.02014210208031625,Arthrogryposis syndrome,centromere protein F
nucleoplasm,CENPJ,0.42501683288740705,Intellectual disability,centromere protein J
nucleoplasm,CENPJ,0.01478319418738807,Arthrogryposis syndrome,centromere protein J
nucleoplasm,CHAF1B,0.25870589827929125,Intellectual disability,chromatin assembly factor 1 subunit B
nucleoplasm,CHAF1B,0.25870589827929125,Intellectual disability,chromatin assembly factor 1 subunit B
nucleoplasm,CHAMP1,0.6235761803010935,Intellectual disability,chromosome alignment maintaining phosphoprotein 1
nucleoplasm,CHAMP1,0.5174117965585825,Intellectual disability,chromosome alignment maintaining phosphoprotein 1
nucleoplasm,CHD1,0.6699850774664045,Intellectual disability,chromodomain helicase DNA binding protein 1
nucleoplasm,CHD1,0.1182655534991046,Intellectual disability,chromodomain helicase DNA binding protein 1
nucleoplasm,CHD2,0.521858045410716,Intellectual disability,chromodomain helicase DNA binding protein 2
nucleoplasm,CHD2,0.521858045410716,Intellectual disability,chromodomain helicase DNA binding protein 2
nucleoplasm,CHD3,0.42717024915122864,Intellectual disability,chromodomain helicase DNA binding protein 3
nucleoplasm,CHD3,0.41475236603382265,Intellectual disability,chromodomain helicase DNA binding protein 3
nucleoplasm,CHD5,0.4079032510174138,Intellectual disability,chromodomain helicase DNA binding protein 5
nucleoplasm,CHD5,0.4079032510174138,Intellectual disability,chromodomain helicase DNA binding protein 5
nucleoplasm,CHD8,0.49206272497004183,Intellectual disability,chromodomain helicase DNA binding protein 8
nucleoplasm,CHD8,0.49206272497004183,Intellectual disability,chromodomain helicase DNA binding protein 8
nucleoplasm,CHEK1,0.01108739564054105,Arthrogryposis syndrome,checkpoint kinase 1
nucleoplasm,CHEK2,0.03079832122372515,Arthrogryposis syndrome,checkpoint kinase 2
