Gene name,Mouse gene,Ensembl_id
PRAMEF7,Pramel57,ENSG00000204510
PRAMEF8,Pramel57,ENSG00000182330
PRAMEF9,Pramel57,ENSG00000204505
PRAMEF1,Pramel37,ENSG00000116721
PRAMEF10,Pramel37,ENSG00000187545
PRAMEF11,Pramel37,ENSG00000239810
PRAMEF12,Pramel37,ENSG00000116726
PRAMEF13,Pramel37,ENSG00000279169
PRAMEF15,Pramel37,ENSG00000204501
PRAMEF17,Pramel37,ENSG00000204479
PRAMEF18,Pramel37,ENSG00000279804
PRAMEF19,Pramel37,ENSG00000204480
PRAMEF2,Pramel37,ENSG00000120952
PRAMEF20,Pramel37,ENSG00000204478
PRAMEF25,Pramel37,ENSG00000229571
PRAMEF26,Pramel37,ENSG00000280267
PRAMEF27,Pramel37,ENSG00000274764
PRAMEF33,Pramel37,ENSG00000237700
PRAMEF4,Pramel37,ENSG00000243073
PRAMEF5,Pramel37,ENSG00000270601
PRAMEF6,Pramel37,ENSG00000232423
PRAMEF7,Pramel37,ENSG00000204510
PRAMEF8,Pramel37,ENSG00000182330
PRAMEF9,Pramel37,ENSG00000204505
PRAMEF1,Pramel43,ENSG00000116721
PRAMEF10,Pramel43,ENSG00000187545
PRAMEF11,Pramel43,ENSG00000239810
PRAMEF12,Pramel43,ENSG00000116726
PRAMEF13,Pramel43,ENSG00000279169
PRAMEF15,Pramel43,ENSG00000204501
PRAMEF17,Pramel43,ENSG00000204479
PRAMEF18,Pramel43,ENSG00000279804
PRAMEF19,Pramel43,ENSG00000204480
PRAMEF2,Pramel43,ENSG00000120952
PRAMEF20,Pramel43,ENSG00000204478
PRAMEF25,Pramel43,ENSG00000229571
PRAMEF26,Pramel43,ENSG00000280267
PRAMEF27,Pramel43,ENSG00000274764
PRAMEF33,Pramel43,ENSG00000237700
PRAMEF4,Pramel43,ENSG00000243073
PRAMEF5,Pramel43,ENSG00000270601
PRAMEF6,Pramel43,ENSG00000232423
PRAMEF7,Pramel43,ENSG00000204510
PRAMEF8,Pramel43,ENSG00000182330
PRAMEF9,Pramel43,ENSG00000204505
PRAMEF1,Pramel53,ENSG00000116721
PRAMEF10,Pramel53,ENSG00000187545
PRAMEF11,Pramel53,ENSG00000239810
PRAMEF12,Pramel53,ENSG00000116726
PRAMEF13,Pramel53,ENSG00000279169
PRAMEF15,Pramel53,ENSG00000204501
PRAMEF17,Pramel53,ENSG00000204479
PRAMEF18,Pramel53,ENSG00000279804
PRAMEF19,Pramel53,ENSG00000204480
PRAMEF2,Pramel53,ENSG00000120952
PRAMEF20,Pramel53,ENSG00000204478
PRAMEF25,Pramel53,ENSG00000229571
PRAMEF26,Pramel53,ENSG00000280267
PRAMEF27,Pramel53,ENSG00000274764
PRAMEF33,Pramel53,ENSG00000237700
PRAMEF4,Pramel53,ENSG00000243073
PRAMEF5,Pramel53,ENSG00000270601
PRAMEF6,Pramel53,ENSG00000232423
PRAMEF7,Pramel53,ENSG00000204510
PRAMEF8,Pramel53,ENSG00000182330
PRAMEF9,Pramel53,ENSG00000204505
PRAMEF1,Pramel41,ENSG00000116721
PRAMEF10,Pramel41,ENSG00000187545
PRAMEF11,Pramel41,ENSG00000239810
PRAMEF12,Pramel41,ENSG00000116726
PRAMEF13,Pramel41,ENSG00000279169
PRAMEF15,Pramel41,ENSG00000204501
PRAMEF17,Pramel41,ENSG00000204479
PRAMEF18,Pramel41,ENSG00000279804
PRAMEF19,Pramel41,ENSG00000204480
PRAMEF2,Pramel41,ENSG00000120952
PRAMEF20,Pramel41,ENSG00000204478
PRAMEF25,Pramel41,ENSG00000229571
PRAMEF26,Pramel41,ENSG00000280267
PRAMEF27,Pramel41,ENSG00000274764
PRAMEF33,Pramel41,ENSG00000237700
PRAMEF4,Pramel41,ENSG00000243073
PRAMEF5,Pramel41,ENSG00000270601
PRAMEF6,Pramel41,ENSG00000232423
PRAMEF7,Pramel41,ENSG00000204510
PRAMEF8,Pramel41,ENSG00000182330
PRAMEF9,Pramel41,ENSG00000204505
PRAMEF1,Pramel49,ENSG00000116721
PRAMEF10,Pramel49,ENSG00000187545
PRAMEF11,Pramel49,ENSG00000239810
PRAMEF12,Pramel49,ENSG00000116726
PRAMEF13,Pramel49,ENSG00000279169
PRAMEF15,Pramel49,ENSG00000204501
PRAMEF17,Pramel49,ENSG00000204479
PRAMEF18,Pramel49,ENSG00000279804
PRAMEF19,Pramel49,ENSG00000204480
PRAMEF2,Pramel49,ENSG00000120952
PRAMEF20,Pramel49,ENSG00000204478
PRAMEF25,Pramel49,ENSG00000229571
PRAMEF26,Pramel49,ENSG00000280267
PRAMEF27,Pramel49,ENSG00000274764
PRAMEF33,Pramel49,ENSG00000237700
PRAMEF4,Pramel49,ENSG00000243073
PRAMEF5,Pramel49,ENSG00000270601
PRAMEF6,Pramel49,ENSG00000232423
PRAMEF7,Pramel49,ENSG00000204510
PRAMEF8,Pramel49,ENSG00000182330
PRAMEF9,Pramel49,ENSG00000204505
PRAMEF1,Pramel47,ENSG00000116721
PRAMEF10,Pramel47,ENSG00000187545
PRAMEF11,Pramel47,ENSG00000239810
PRAMEF12,Pramel47,ENSG00000116726
PRAMEF13,Pramel47,ENSG00000279169
PRAMEF15,Pramel47,ENSG00000204501
PRAMEF17,Pramel47,ENSG00000204479
PRAMEF18,Pramel47,ENSG00000279804
PRAMEF19,Pramel47,ENSG00000204480
PRAMEF2,Pramel47,ENSG00000120952
PRAMEF20,Pramel47,ENSG00000204478
PRAMEF25,Pramel47,ENSG00000229571
PRAMEF26,Pramel47,ENSG00000280267
PRAMEF27,Pramel47,ENSG00000274764
PRAMEF33,Pramel47,ENSG00000237700
PRAMEF4,Pramel47,ENSG00000243073
PRAMEF5,Pramel47,ENSG00000270601
PRAMEF6,Pramel47,ENSG00000232423
PRAMEF7,Pramel47,ENSG00000204510
PRAMEF8,Pramel47,ENSG00000182330
PRAMEF9,Pramel47,ENSG00000204505
PRAMEF1,Pramel30,ENSG00000116721
PRAMEF10,Pramel30,ENSG00000187545
PRAMEF11,Pramel30,ENSG00000239810
PRAMEF12,Pramel30,ENSG00000116726
PRAMEF13,Pramel30,ENSG00000279169
PRAMEF15,Pramel30,ENSG00000204501
PRAMEF17,Pramel30,ENSG00000204479
PRAMEF18,Pramel30,ENSG00000279804
PRAMEF19,Pramel30,ENSG00000204480
PRAMEF2,Pramel30,ENSG00000120952
PRAMEF20,Pramel30,ENSG00000204478
PRAMEF25,Pramel30,ENSG00000229571
PRAMEF26,Pramel30,ENSG00000280267
PRAMEF27,Pramel30,ENSG00000274764
PRAMEF33,Pramel30,ENSG00000237700
PRAMEF4,Pramel30,ENSG00000243073
PRAMEF5,Pramel30,ENSG00000270601
PRAMEF6,Pramel30,ENSG00000232423
PRAMEF7,Pramel30,ENSG00000204510
PRAMEF8,Pramel30,ENSG00000182330
PRAMEF9,Pramel30,ENSG00000204505
PRAMEF1,Pramel21,ENSG00000116721
PRAMEF10,Pramel21,ENSG00000187545
PRAMEF11,Pramel21,ENSG00000239810
PRAMEF12,Pramel21,ENSG00000116726
PRAMEF13,Pramel21,ENSG00000279169
PRAMEF15,Pramel21,ENSG00000204501
PRAMEF17,Pramel21,ENSG00000204479
PRAMEF18,Pramel21,ENSG00000279804
PRAMEF19,Pramel21,ENSG00000204480
PRAMEF2,Pramel21,ENSG00000120952
PRAMEF20,Pramel21,ENSG00000204478
PRAMEF25,Pramel21,ENSG00000229571
PRAMEF26,Pramel21,ENSG00000280267
PRAMEF27,Pramel21,ENSG00000274764
PRAMEF33,Pramel21,ENSG00000237700
PRAMEF4,Pramel21,ENSG00000243073
PRAMEF5,Pramel21,ENSG00000270601
PRAMEF6,Pramel21,ENSG00000232423
PRAMEF7,Pramel21,ENSG00000204510
PRAMEF8,Pramel21,ENSG00000182330
PRAMEF9,Pramel21,ENSG00000204505
PRAMEF1,Pramel24,ENSG00000116721
PRAMEF10,Pramel24,ENSG00000187545
PRAMEF11,Pramel24,ENSG00000239810
PRAMEF12,Pramel24,ENSG00000116726
PRAMEF13,Pramel24,ENSG00000279169
PRAMEF15,Pramel24,ENSG00000204501
PRAMEF17,Pramel24,ENSG00000204479
PRAMEF18,Pramel24,ENSG00000279804
PRAMEF19,Pramel24,ENSG00000204480
PRAMEF2,Pramel24,ENSG00000120952
PRAMEF20,Pramel24,ENSG00000204478
PRAMEF25,Pramel24,ENSG00000229571
PRAMEF26,Pramel24,ENSG00000280267
PRAMEF27,Pramel24,ENSG00000274764
PRAMEF33,Pramel24,ENSG00000237700
PRAMEF4,Pramel24,ENSG00000243073
PRAMEF5,Pramel24,ENSG00000270601
PRAMEF6,Pramel24,ENSG00000232423
PRAMEF7,Pramel24,ENSG00000204510
PRAMEF8,Pramel24,ENSG00000182330
PRAMEF9,Pramel24,ENSG00000204505
PRAMEF1,Pramel44,ENSG00000116721
PRAMEF10,Pramel44,ENSG00000187545
PRAMEF11,Pramel44,ENSG00000239810
PRAMEF12,Pramel44,ENSG00000116726
PRAMEF13,Pramel44,ENSG00000279169
PRAMEF15,Pramel44,ENSG00000204501
PRAMEF17,Pramel44,ENSG00000204479
PRAMEF18,Pramel44,ENSG00000279804
PRAMEF19,Pramel44,ENSG00000204480
PRAMEF2,Pramel44,ENSG00000120952
PRAMEF20,Pramel44,ENSG00000204478
PRAMEF25,Pramel44,ENSG00000229571
PRAMEF26,Pramel44,ENSG00000280267
PRAMEF27,Pramel44,ENSG00000274764
PRAMEF33,Pramel44,ENSG00000237700
PRAMEF4,Pramel44,ENSG00000243073
PRAMEF5,Pramel44,ENSG00000270601
PRAMEF6,Pramel44,ENSG00000232423
PRAMEF7,Pramel44,ENSG00000204510
PRAMEF8,Pramel44,ENSG00000182330
PRAMEF9,Pramel44,ENSG00000204505
PRAMEF1,Pramel18,ENSG00000116721
PRAMEF10,Pramel18,ENSG00000187545
PRAMEF11,Pramel18,ENSG00000239810
PRAMEF12,Pramel18,ENSG00000116726
PRAMEF13,Pramel18,ENSG00000279169
PRAMEF15,Pramel18,ENSG00000204501
PRAMEF17,Pramel18,ENSG00000204479
PRAMEF18,Pramel18,ENSG00000279804
PRAMEF19,Pramel18,ENSG00000204480
PRAMEF2,Pramel18,ENSG00000120952
PRAMEF20,Pramel18,ENSG00000204478
PRAMEF25,Pramel18,ENSG00000229571
PRAMEF26,Pramel18,ENSG00000280267
PRAMEF27,Pramel18,ENSG00000274764
PRAMEF33,Pramel18,ENSG00000237700
PRAMEF4,Pramel18,ENSG00000243073
PRAMEF5,Pramel18,ENSG00000270601
PRAMEF6,Pramel18,ENSG00000232423
PRAMEF7,Pramel18,ENSG00000204510
PRAMEF8,Pramel18,ENSG00000182330
PRAMEF9,Pramel18,ENSG00000204505
PRAMEF1,Pramel46,ENSG00000116721
PRAMEF10,Pramel46,ENSG00000187545
PRAMEF11,Pramel46,ENSG00000239810
PRAMEF12,Pramel46,ENSG00000116726
PRAMEF13,Pramel46,ENSG00000279169
PRAMEF15,Pramel46,ENSG00000204501
PRAMEF17,Pramel46,ENSG00000204479
PRAMEF18,Pramel46,ENSG00000279804
PRAMEF19,Pramel46,ENSG00000204480
PRAMEF2,Pramel46,ENSG00000120952
PRAMEF20,Pramel46,ENSG00000204478
PRAMEF25,Pramel46,ENSG00000229571
PRAMEF26,Pramel46,ENSG00000280267
PRAMEF27,Pramel46,ENSG00000274764
PRAMEF33,Pramel46,ENSG00000237700
PRAMEF4,Pramel46,ENSG00000243073
PRAMEF5,Pramel46,ENSG00000270601
PRAMEF6,Pramel46,ENSG00000232423
PRAMEF7,Pramel46,ENSG00000204510
PRAMEF8,Pramel46,ENSG00000182330
PRAMEF9,Pramel46,ENSG00000204505
PRAMEF1,Pramel56,ENSG00000116721
PRAMEF10,Pramel56,ENSG00000187545
PRAMEF11,Pramel56,ENSG00000239810
PRAMEF12,Pramel56,ENSG00000116726
PRAMEF13,Pramel56,ENSG00000279169
PRAMEF15,Pramel56,ENSG00000204501
PRAMEF17,Pramel56,ENSG00000204479
PRAMEF18,Pramel56,ENSG00000279804
PRAMEF19,Pramel56,ENSG00000204480
PRAMEF2,Pramel56,ENSG00000120952
PRAMEF20,Pramel56,ENSG00000204478
PRAMEF25,Pramel56,ENSG00000229571
PRAMEF26,Pramel56,ENSG00000280267
PRAMEF27,Pramel56,ENSG00000274764
PRAMEF33,Pramel56,ENSG00000237700
PRAMEF4,Pramel56,ENSG00000243073
PRAMEF5,Pramel56,ENSG00000270601
PRAMEF6,Pramel56,ENSG00000232423
PRAMEF7,Pramel56,ENSG00000204510
PRAMEF8,Pramel56,ENSG00000182330
PRAMEF9,Pramel56,ENSG00000204505
PRAMEF1,Pramel5,ENSG00000116721
PRAMEF10,Pramel5,ENSG00000187545
PRAMEF11,Pramel5,ENSG00000239810
PRAMEF12,Pramel5,ENSG00000116726
PRAMEF13,Pramel5,ENSG00000279169
PRAMEF15,Pramel5,ENSG00000204501
PRAMEF17,Pramel5,ENSG00000204479
PRAMEF18,Pramel5,ENSG00000279804
PRAMEF19,Pramel5,ENSG00000204480
PRAMEF2,Pramel5,ENSG00000120952
PRAMEF20,Pramel5,ENSG00000204478
PRAMEF25,Pramel5,ENSG00000229571
PRAMEF26,Pramel5,ENSG00000280267
PRAMEF27,Pramel5,ENSG00000274764
PRAMEF33,Pramel5,ENSG00000237700
PRAMEF4,Pramel5,ENSG00000243073
PRAMEF5,Pramel5,ENSG00000270601
PRAMEF6,Pramel5,ENSG00000232423
PRAMEF7,Pramel5,ENSG00000204510
PRAMEF8,Pramel5,ENSG00000182330
PRAMEF9,Pramel5,ENSG00000204505
PRAMEF10,Pramel23,ENSG00000187545
PRAMEF2,Pramel23,ENSG00000120952
PRAMEF33,Pramel23,ENSG00000237700
PRAMEF10,Pramel59,ENSG00000187545
PRAMEF11,Pramel59,ENSG00000239810
PRAMEF12,Pramel59,ENSG00000116726
PRAMEF18,Pramel59,ENSG00000279804
PRAMEF19,Pramel59,ENSG00000204480
PRAMEF2,Pramel59,ENSG00000120952
PRAMEF20,Pramel59,ENSG00000204478
PRAMEF25,Pramel59,ENSG00000229571
PRAMEF26,Pramel59,ENSG00000280267
PRAMEF33,Pramel59,ENSG00000237700
PRAMEF4,Pramel59,ENSG00000243073
PRAMEF5,Pramel59,ENSG00000270601
PRAMEF6,Pramel59,ENSG00000232423
PRAMEF7,Pramel59,ENSG00000204510
PRAMEF10,Pramel58,ENSG00000187545
PRAMEF12,Pramel58,ENSG00000116726
PRAMEF13,Pramel58,ENSG00000279169
PRAMEF18,Pramel58,ENSG00000279804
PRAMEF19,Pramel58,ENSG00000204480
PRAMEF2,Pramel58,ENSG00000120952
PRAMEF33,Pramel58,ENSG00000237700
PRAMEF7,Pramel58,ENSG00000204510
PRAMEF13,Pramel12,ENSG00000279169
PRAMEF7,Pramel12,ENSG00000204510
PRAMEF8,Pramel12,ENSG00000182330
PRAMEF13,Pramel15,ENSG00000279169
PRAMEF20,Pramel15,ENSG00000204478
PRAP1,Prap1,ENSG00000165828
PRB1,Prh1,ENSG00000251655
PRB2,Prh1,ENSG00000121335
PRB3,Prh1,ENSG00000197870
PRB4,Prh1,ENSG00000230657
PRB1,Prb1b,ENSG00000251655
PRB2,Prb1b,ENSG00000121335
PRB3,Prb1b,ENSG00000197870
PRB4,Prb1b,ENSG00000230657
PRR4,Prb1b,ENSG00000111215
PRB1,Prp2,ENSG00000251655
PRB2,Prp2,ENSG00000121335
PRB3,Prp2,ENSG00000197870
PRB4,Prp2,ENSG00000230657
PRB1,Prb1c,ENSG00000251655
PRB2,Prb1c,ENSG00000121335
PRB3,Prb1c,ENSG00000197870
PRB4,Prb1c,ENSG00000230657
PRR4,Prb1c,ENSG00000111215
PRB2,Prb1a,ENSG00000121335
PRR4,Prb1a,ENSG00000111215
PRCD,Prcd,ENSG00000214140
PRDM16-DT,Prdm16os,ENSG00000177133
PRELID2,Prelid2,ENSG00000186314
PRG2,Prg2,ENSG00000186652
PRG3,Prg3,ENSG00000156575
PRICKLE4,Prickle4,ENSG00000278224
PRKAR2B,Prkar2b,ENSG00000005249
PRM1,Prm1,ENSG00000175646
PRM2,Prm2,ENSG00000122304
PRM3,Prm3,ENSG00000178257
PRND,Prnd,ENSG00000171864
PRND,Prn,ENSG00000171864
PROCR,Procr,ENSG00000101000
PROSER2,Proser2,ENSG00000148426
PRPF40B,Prpf40b,ENSG00000110844
PRPS2,Prps2,ENSG00000101911
PRR19,Prr19,ENSG00000188368
PRR22,Prr22,ENSG00000212123
PRR23A,Prr23a4,ENSG00000206260
PRR23B,Prr23a4,ENSG00000184814
PRR23C,Prr23a4,ENSG00000233701
PRR23A,Prr23a2,ENSG00000206260
PRR23B,Prr23a2,ENSG00000184814
PRR23C,Prr23a2,ENSG00000233701
PRR23A,Prr23a3,ENSG00000206260
PRR23B,Prr23a3,ENSG00000184814
PRR23C,Prr23a3,ENSG00000233701
PRR23A,Prr23a1,ENSG00000206260
PRR23B,Prr23a1,ENSG00000184814
PRR23C,Prr23a1,ENSG00000233701
PRR27,Prr27,ENSG00000187533
PRR29,Prr29,ENSG00000224383
PRR3,Prr3,ENSG00000204576
PRR30,Prr30,ENSG00000186143
PRR32,Prr32,ENSG00000183631
PRR7,Prr7,ENSG00000131188
PRR9,Prr9,ENSG00000203783
PRRG3,Prrg3,ENSG00000130032
PRRT1B,Prrt1b,ENSG00000283526
PRRX2,Prrx2,ENSG00000167157
PRSS29P,Prss29,ENSG00000196364
PRSS33,Prss33,ENSG00000103355
PRSS37,Prss37,ENSG00000165076
PRSS38,Prss38,ENSG00000185888
PRSS40A,Prss40,NA
PRSS40B,Prss40,ENSG00000184761
PRSS42P,Prss42,ENSG00000178055
PRSS43P,Prss43,ENSG00000286651
PRSS44P,Prss44,ENSG00000226074
PRSS45P,Prss45,ENSG00000188086
PRSS46P,Prss46,ENSG00000261603
PRSS47P,Prss47,ENSG00000276717
PRSS48,Prss48,ENSG00000189099
PRSS50,Prss50,ENSG00000283706
PRSS51,Prss51,ENSG00000253649
PRSS52P,Prss52,ENSG00000285237
PRSS54,Prss54,ENSG00000103023
PRSS55,Prss55,ENSG00000184647
PRSS57,Prss57,ENSG00000185198
PRSS58,Prss58,ENSG00000258223
PRSS59P,Prss59,ENSG00000186163
PRTN3,Prtn3,ENSG00000196415
PSCA,Psca,ENSG00000167653
PSD4,Psd4,ENSG00000125637
PSORS1C2,Psors1c2,ENSG00000204538
PSPN,Pspn,ENSG00000125650
PSRC1,Psrc1,ENSG00000134222
PSTK,Pstk,ENSG00000179988
PTCRA,Ptcra,ENSG00000171611
PTGDR,Ptgdr,ENSG00000168229
PTGDR2,Ptgdr2,ENSG00000183134
PTGES3,Ptges3-ps,ENSG00000110958
PTGR3,Ptgr3,ENSG00000180011
PTMS,Ptms,ENSG00000159335
PTPN14,Ptpn14,ENSG00000152104
PTPN7,Ptpn7,ENSG00000143851
PTPRCAP,Ptprcap,ENSG00000213402
PTPRH,Ptprh,ENSG00000080031
PTPRJ-AS1,Ptprjos1,ENSG00000254879
PTPRVP,Ptprv,ENSG00000243323
PTTG1IP2,Pttg1ip2,ENSG00000251154
PUM3,Pum3,ENSG00000080608
PVRIG,Pvrig,ENSG00000213413
PVT1,Pvt1,ENSG00000249859
PXDN,Pxdn,ENSG00000130508
PXT1,Pxt1,ENSG00000179165
QPRT,Qprt,ENSG00000103485
QRFP,Qrfp,ENSG00000188710
QRICH2,Qrich2,ENSG00000129646
R3HDM2,R3hdm2,ENSG00000179912
RAB11B-AS1,Rab11bos1,ENSG00000269386
RAB11FIP2,Rab11fip2,ENSG00000107560
RAB17,Rab17,ENSG00000124839
RAB26,Rab26,ENSG00000167964
RAB29,Rab29,ENSG00000117280
RAB2B,Rab2b,ENSG00000129472
RAB37,Rab37,ENSG00000172794
RAB39A,Rab39,ENSG00000179331
RAB7B,Rab7b,ENSG00000276600
RABGAP1,Rabgap1,ENSG00000011454
RAD51AP2,Rad51ap2,ENSG00000214842
RAI1,Rai1,ENSG00000108557
RAMAC,Ramacl,ENSG00000169612
RAMACL,Ramacl,ENSG00000235272
RAMAC,Ramac,ENSG00000169612
RAMACL,Ramac,ENSG00000235272
RAMP3,Ramp3,ENSG00000122679
RANBP17,Ranbp17,ENSG00000204764
RANBP3L,Ranbp3l,ENSG00000164188
RARB,Rarb,ENSG00000077092
RASAL1,Rasal1,ENSG00000111344
RASGEF1A,Rasgef1a,ENSG00000198915
RASGEF1C,Rasgef1c,ENSG00000146090
RASGRP1,Rasgrp1,ENSG00000172575
RBAK,Rbak,ENSG00000146587
RBM3,Rbm3-ps,ENSG00000102317
RBM6,Rbm6,ENSG00000004534
RBMY1B,Rbmyf3,ENSG00000242875
RBMY1B,Rbmyf2,ENSG00000242875
RBMY1B,Rbmyf9,ENSG00000242875
RBMY1B,Rbmyf8,ENSG00000242875
RBMY1B,Rbmy,ENSG00000242875
RBMY1B,Rbmyf7,ENSG00000242875
RBMY1B,Rbmyf1,ENSG00000242875
RBMY1B,Rbmyf6,ENSG00000242875
RBMY1B,Rbmyf5,ENSG00000242875
RBSN,Rbsn,ENSG00000131381
RBX1,Rbx1-ps,ENSG00000100387
RDH16,Rdh1,ENSG00000139547
RDH16,Rdh19,ENSG00000139547
RDH16,Rdh7,ENSG00000139547
RDH16,Rdh16,ENSG00000139547
RDH16,Rdh9,ENSG00000139547
RDH16,Rdh16f2,ENSG00000139547
RDX,Rdx,ENSG00000137710
REEP4,Reep4,ENSG00000168476
REG1A,Reg2,ENSG00000115386
REG1B,Reg2,ENSG00000172023
REG3A,Reg3a,ENSG00000172016
REG3A,Reg3b,ENSG00000172016
REG3G,Reg3b,ENSG00000143954
RENO1,Reno1,ENSG00000287431
REPIN1,Repin1,ENSG00000214022
RESF1,Resf1,ENSG00000174718
RESP18,Resp18,ENSG00000182698
RETN,Retn,ENSG00000104918
RETNLB,Retnlg,ENSG00000163515
RETNLB,Retnla,ENSG00000163515
RETNLB,Retnlb,ENSG00000163515
REXO5,Rexo5,ENSG00000005189
RFPL4B,Rfpl4b,ENSG00000251258
RFX8,Rfx8,ENSG00000196460
RGS10,Rgs10,ENSG00000148908
RGS22,Rgs22,ENSG00000132554
RGSL1,Rgsl1,ENSG00000121446
RHBDF2,Rhbdf2,ENSG00000129667
RHOB,Rhob,ENSG00000143878
RHOXF1,Rhox13,ENSG00000101883
RHOXF2,Rhox6,ENSG00000131721
RHOXF2B,Rhox6,ENSG00000203989
RIMBP3,Rimbp3,ENSG00000275793
RIMBP3B,Rimbp3,ENSG00000274600
RIMBP3C,Rimbp3,ENSG00000183246
RING1,Ring1,ENSG00000204227
RITA1,Rita1,ENSG00000139405
RLN1,Rln1,ENSG00000107018
RLN2,Rln1,ENSG00000107014
RMDN2,Rmdn2,ENSG00000115841
RMND5A,Rmnd5a,ENSG00000153561
RMRP,Rmrp,ENSG00000277027
RN7SK,Rn7sk,ENSG00000283293
RNASE10,Rnase10,ENSG00000182545
RNASE11,Rnase11,ENSG00000173464
RNASE12,Rnase12,ENSG00000258436
RNASE13,Rnase13,ENSG00000206150
RNASE2,Ear3,ENSG00000169385
RNASE3,Ear3,ENSG00000169397
RNASE2,Ear14,ENSG00000169385
RNASE3,Ear14,ENSG00000169397
RNASE2,Ear2,ENSG00000169385
RNASE3,Ear2,ENSG00000169397
RNASE2,Rnase2a,ENSG00000169385
RNASE3,Rnase2a,ENSG00000169397
RNASE2,Rnase2b,ENSG00000169385
RNASE3,Rnase2b,ENSG00000169397
RNASE2,Ear1,ENSG00000169385
RNASE3,Ear1,ENSG00000169397
RNASE2,Ear10,ENSG00000169385
RNASE3,Ear10,ENSG00000169397
RNASE2,Ear6,ENSG00000169385
RNASE3,Ear6,ENSG00000169397
RNASE2,Ear4,ENSG00000169385
RNASE3,Ear4,ENSG00000169397
RNASE9,Rnase9,ENSG00000188655
RNASEL,Rnasel,ENSG00000135828
RNF112,Rnf112,ENSG00000128482
RNF123,Rnf123,ENSG00000164068
RNF125,Rnf125,ENSG00000101695
RNF135,Rnf135,ENSG00000181481
RNF138,Rnf138rt1,ENSG00000134758
RNF138,Rnf138,ENSG00000134758
RNF149,Rnf149,ENSG00000163162
RNF166,Rnf166,ENSG00000158717
RNF186,Rnf186,ENSG00000178828
RNF187,Rnf187,ENSG00000168159
RNF222,Rnf222,ENSG00000189051
RNF223,Rnf223,ENSG00000237330
RNF31,Rnf31,ENSG00000092098
RNF39,Rnf39,ENSG00000204618
RNF43,Rnf43,ENSG00000108375
RNU11,Rnu11,ENSG00000274978
RNY1,Rny1,ENSG00000201098
ROPN1,Ropn1,ENSG00000065371
ROPN1B,Ropn1,ENSG00000114547
RP1,Rp1,ENSG00000104237
RPH3AL,Rph3al,ENSG00000181031
RPL13,Rpl13-ps6,ENSG00000167526
RPL17,Rpl17-ps8,ENSG00000265681
RPL17-C18orf32,Gm10362,ENSG00000215472
RPL32,Rpl32l,ENSG00000144713
RPL34,Rpl34-ps2,ENSG00000109475
RPL36,Rpl36-ps12,ENSG00000130255
RPL37,Rpl37,ENSG00000145592
RPL37,Rpl37rt,ENSG00000145592
RPL3L,Rpl3l,ENSG00000140986
RPL6,Rpl6l,ENSG00000089009
RPL9,Rpl9-ps1,ENSG00000163682
RPL9,Rpl9-ps6,ENSG00000163682
RPPH1,Rpph1,ENSG00000277209
RPRD1A,Rprd1a,ENSG00000141425
RPTN,Rptn,ENSG00000215853
RPUSD3,Rpusd3,ENSG00000156990
RSBN1,Rsbn1,ENSG00000081019
RSBN1L,Rsbn1l,ENSG00000187257
RSC1A1,Rsc1a1,ENSG00000215695
RTL1,Rtl1,ENSG00000254656
RTL3,Rtl3,ENSG00000179300
RTL4,Rtl4,ENSG00000187823
RTL5,Rtl5,ENSG00000242732
RTL6,Rtl6,ENSG00000188636
RTL8A,Rtl8b,ENSG00000203950
RTL8B,Rtl8b,ENSG00000212747
RTL8C,Rtl8b,ENSG00000134590
RTL8A,Rtl8c,ENSG00000203950
RTL8B,Rtl8c,ENSG00000212747
RTL8C,Rtl8c,ENSG00000134590
RTL8A,Rtl8a,ENSG00000203950
RTL8B,Rtl8a,ENSG00000212747
RTL8C,Rtl8a,ENSG00000134590
RTL9,Rtl9,ENSG00000243978
RTP1,Rtp1,ENSG00000175077
RTP2,Rtp2,ENSG00000198471
RTP3,Rtp3,ENSG00000163825
RTP4,Rtp4,ENSG00000136514
RUFY4,Rufy4,ENSG00000188282
RWDD2A,Rwdd2a,ENSG00000013392
RXFP4,Rxfp4,ENSG00000173080
RYBP,Rybp-ps,ENSG00000163602
S100A11,S100a11-ps,ENSG00000163191
S100A16,S100a16,ENSG00000188643
S100A3,S100a3,ENSG00000188015
S100A7,S100a7a,ENSG00000143556
S100A7A,S100a7a,ENSG00000184330
S100A7L2,S100a7a,ENSG00000197364
S100A8,S100a8,ENSG00000143546
S100A9,S100a9,ENSG00000163220
S100G,S100g,ENSG00000169906
S100PBP,S100pbp,ENSG00000116497
SAA2-SAA4,Saa4,ENSG00000255071
SAA4,Saa4,ENSG00000148965
SAMD15,Samd15,ENSG00000100583
SAMD4B,Samd4b,ENSG00000179134
SAMD5,Samd5,ENSG00000203727
SAP18,Sap18b,ENSG00000150459
SAP25,Sap25,ENSG00000205307
SAP30,Sap30,ENSG00000164105
SAPCD1,Sapcd1,ENSG00000228727
SATL1,Satl1,ENSG00000184788
SAXO1,Saxo1,ENSG00000155875
SBK3,Sbk3,ENSG00000231274
SBSN,Sbsn,ENSG00000189001
SBSPON,Sbspon,ENSG00000164764
SCAND1,Scand1,ENSG00000171222
SCART1,Scart1,ENSG00000214279
SCGB1A1,Scgb1a1,ENSG00000149021
SCGB1C1,Scgb1c1,ENSG00000188076
SCGB1C2,Scgb1c1,ENSG00000268320
